,index_new,atel_num,Sentence,label,process
346,346,11207.0,"The object was discovered 2018 1 20.64 UT at R~17.9 mag during the ongoing D<40 Mpc (DLT40) one day cadence supernova search, using data from the PROMPT 5 0.41m telescope located at CTIO.",0.0,object discov ut r mag ongo mpc dlt one day cadenc supernova search use data prompt telescop locat ctio
347,347,11207.0,A confirmation image was obtained on 2018 1 20.65 using a COJ 0.4m telescope at Sliding Spring Observatory in NSW Australia as a part of the Las Cumbres Observatory network.,0.0,confirm imag obtain use coj telescop slide spring observatori nsw australia part la cumbr observatori network
348,348,11208.0,"Using a fit with an absorbed power law, the source is found to have an absorbed flux of 3.5 (+/-0.3)e-10 erg/s/cm2 for the 0.3-10 keV band, with photon index (gamma)=1.36(+/-0.16) and N(H)=5.1(+/-1.3)e21/cm2, for the PC mode (w-statistic=368/411).",0.0,use fit absorb power law sourc found absorb flux e erg cm kev band photon index gamma n h e cm pc mode w statist 
349,349,11211.0,"The young Type Ia SN 2018gv (ATel #11175, #11177) in the galaxy NGC 2525 has been observed with the Australia Telescope Compact Array (ATCA) at 5.5 and 9.0 GHz on 2018 Jan 18.6 UT.",0.0,young type ia sn gv atel galaxi ngc observ australia telescop compact array atca ghz jan ut
350,350,11211.0,"Adopting the host galaxy distance from Tully et al.(2013, AJ, 146, 86) of 16.8 Mpc, this implies an upper limit on the 9.0 GHz luminosity of 1.0E25 erg/s/Hz.",0.0,adopt host galaxi distanc tulli et al aj mpc impli upper limit ghz luminos e erg hz
351,351,11213.0,"We obtained an optical spectrum (range 350-916 nm) of SN 2018if,discovered by the Tsinghua-NAOC Transient Survey, on UT Jan. 20.7 2018 with the Lijiang Gaomeigu 2.4-m telescope (+YFOSC) at Lijiang Station of Yunnan Observatories of China.",0.0,obtain optic spectrum rang nm sn discov tsinghua naoc transient survey ut jan lijiang gaomeigu telescop yfosc lijiang station yunnan observatori china
352,352,11214.0,"Following the last detection in a 6.2-ks Swift/XRT pointing on 2017-01-17.17 UT, with a count rate of (0.7&plusmn;0.1) &times; 10<SUP>-2</SUP> ct/s, no source was found in the subsequent 4.2-ks observation on 2017-01-18.24 UT (3&sigma; upper limit of 0.3 &times; 10<SUP>-2</SUP> ct/s).",0.0,follow last detect ks swift xrt point ut count rate plusmn time sup sup ct sourc found subsequ ks observ ut sigma upper limit time sup sup ct 
353,353,11214.0,"This value is broadly consistent with the SSS turn-off observed for the eruptions in 2013 (day 19&plusmn;1; <a href="" "">Henze et al.2014</a>), 2014 (day 18.4&plusmn;0.5; ATel #6604 and <a href="" "">Henze et al.2015a</a>), and 2015 (day 18.6&plusmn;0.7; ATel #8062 and <a href="" "">Darnley et al.2016</a>); but is significantly longer than for the peculiar 2016 eruption (before day 16; ATel #9907 and Henze et al.2018 submitted).",0.0,valu broadli consist sss turn observ erupt day plusmn href henz et al day plusmn atel href henz et al day plusmn atel href darnley et al significantli longer peculiar erupt day atel henz et al submit 
354,354,11215.0,"Following the report of the visible detection the source by the MASTER project (Atel#10985), We have observed the source in the NIR, finding that on January 6th,2018 (MJD 2458124.7406) its fluxes corresponded to J = 15.296 +/- 0.04, H = 14.743 +/- 0.03 and Ks = 13.200 +/- 0.06.",0.0,follow report visibl detect sourc master project atel observ sourc nir find januari th mjd flux correspond j h ks 
355,355,11215.0,"The flux in Ks being 5.5 times brighter than the previously determined value by our team (Ks = 15.044 +/- 0.05 on MJD 2458084.8680) Our observations are carried out with the 2.1m telescope of the Guillermo Haro Observatory operated by the National Institute for Astrophysics, Optics and Electronics (Mexico), equipped with the instrument CANICA a NIR camera.",0.0,flux ks time brighter previous determin valu team ks mjd observ carri telescop guillermo haro observatori oper nation institut astrophys optic electron mexico equip instrument canica nir camera
356,356,11219.0,"We obtained an optical spectrum (range 350-900 nm) of SN 2018iq (=AT2017jzx), discovered by Koichi Itagaki, on UT 2018 Jan. 20.7 with the Li-Jiang 2.4 m telescope (LJT+YFOSC) at Li-Jiang Observatory of Yunnan Observatories.",0.0,obtain optic spectrum rang nm sn iq jzx discov koichi itagaki ut jan li jiang telescop ljt yfosc li jiang observatori yunnan observatori
357,357,11220.0,The 3-sigma upper limit on the 0.3-10 keV count rate is 0.025 cts/s.,0.0,sigma upper limit kev count rate ct
358,358,11223.0,"The integral gamma-ray flux is 5.9e-12 &plusmn 7.7e-13 photons cm^-2 s^-1 above 350 GeV (corresponding to about 6% of the flux of the Crab Nebula above the same energy), about twice the flux typically measured in this orbital phase range.",0.0,integr gamma ray flux e plusmn e photon cm gev correspond flux crab nebula energi twice flux typic measur orbit phase rang
359,359,11223.0,Swift XRT observations on MJD 58142 show a 0.3-10 keV count rate of 0.060 &plusmn 0.007.,0.0,swift xrt observ mjd show kev count rate plusmn 
360,360,11224.0,"The Type Ic SN 2018ec (ATel #11156, #11160) in the nearby Luminous Infrared Galaxy NGC 3256 has been observed with the Australia Telescope Compact Array (ATCA) at 5.5 and 9.0 GHz on 2018 Jan 23.8 UT.",0.0,type ic sn ec atel nearbi lumin infrar galaxi ngc observ australia telescop compact array atca ghz jan ut
361,361,11227.0,The corresponding photon spectral index of 1.96+/-0.08 is significantly harder than the 3FGL value of 2.25+/-0.05.,0.0,correspond photon spectral index significantli harder fgl valu 
362,362,11229.0,"Performing a standard Z<sup>2</sup><sub>2</sub> search of the data, we find a pulsar period of P = 44.18072 +/- 0.00079 s for this epoch.",0.0,perform standard z sup sup sub sub search data find pulsar period p epoch
363,363,11236.0,The best-fit model parameters are a temperature of kT = 0.57(+0.45/-0.23) keV and hydrogen column density of nH = 8.0(+5.7/-3.3) cm^-2.,0.0,best fit model paramet temperatur kt kev hydrogen column densiti nh cm 
364,364,11236.0,The flux of the protostar in the 0.5-7 keV band is 2.3(+1.7/-3.0)e-14 erg/cm^2/s.,0.0,flux protostar kev band e erg cm
365,365,11236.0,The flux of the outer radio lobe in the 0.5-7 keV band is 2.3(+1.7/-2.9)e-14 erg/cm^2/s (all uncertainties 1 sigma).,0.0,flux outer radio lobe kev band e erg cm uncertainti sigma 
366,366,11237.0,"Chandra observed G343.3-0.6 for 9.13ks on 2015-06-30, and measured 3295 +/- 58 counts from the point source or 0.360 +/- 0.006 counts/s.",0.0,chandra observ g ks measur count point sourc count
367,367,11237.0,"The best-fit gave a power law index of 0.63 +/- 0.08, an absorbing column nH of (6.5 +/- 0.09)e21 cm^-2 and a kT of 0.059 +/- 0.010 keV.",0.0,best fit gave power law index absorb column nh e cm kt kev
368,368,11238.0,"We obtained an optical spectrum (range 350-900 nm) of SN 2018kv, discovered by the Tsinghua-NAOC Transient Survey, on UT 2018 Jan. 26.9 with the Li-Jiang 2.4 m telescope (LJT+YFOSC) at Li-Jiang Observatory of Yunnan Observatories.",0.0,obtain optic spectrum rang nm sn kv discov tsinghua naoc transient survey ut jan li jiang telescop ljt yfosc li jiang observatori yunnan observatori
369,369,11240.0,We report the discovery of a probable nova in M83 on a co-added 1200-s R-band CCD frame taken on 2018 Jan. 28.263 UT with the Danish 1.54-m telescope at La Silla.,0.0,report discoveri probabl nova co ad r band ccd frame taken jan ut danish telescop la silla
370,370,11240.0,"The following R-band magnitudes (except otherwise noted) were obtained using the Danish 1.54-m telescope at La Silla: 2017 Dec. 23.363 UT, [22.9; 2018 Jan. 28.263, 20.71 &plusmn; 0.08; 29.278, 20.86 &plusmn; 0.09; 29.290, I = 20.7 &plusmn; 0.1.",0.0,follow r band magnitud except otherwis note obtain use danish telescop la silla dec ut jan plusmn plusmn plusmn 
371,371,11242.0,"This new Chandra program acquired several exposures of GRB170817A: ObsID, ExpTime, StartDate, Days Post-Burst ----- ------- --------- --------------- 20936 31.75 ks 2018-01-17 21:55:17 153.5 days 20938 15.86 ks 2018-01-21 13:45:18 157.1 days 20939 22.25 ks 2018-01-24 08:18:48 159.9 days Since these new Chandra exposures are close in time and the X-ray emission of GRB170817A is not expected to vary significantly over <10 day timescales, we co-add these three data sets into one 69.86 ks exposure at 156.4 days post-burst.",0.0,new chandra program acquir sever exposur grb obsid exptim startdat day post burst ks day ks day ks day sinc new chandra exposur close time x ray emiss grb expect vari significantli day timescal co add three data set one ks exposur day post burst
372,372,11242.0,"We perform spectral extractions assuming an absorbed power-law spectral model with fixed NH = 7.5e20 cm^-2 and find that the X-ray flux of GRB170817A has an absorbed flux of f(0.3-8 keV) = 1.93(+0.39/-0.32)e-14 erg s^-1 cm^-2 (with Gamma ~ 1.67) at 156.4 days post-burst, which corresponds to an unabsorbed luminosity of L(0.3-10 keV) = 5.23(+1.30/-0.95)e39 erg s^-1 (assuming a luminosity distance of 42.5 Mpc).",0.0,perform spectral extract assum absorb power law spectral model fix nh e cm find x ray flux grb absorb flux f kev e erg cm gamma day post burst correspond unabsorb luminos l kev e erg assum luminos distanc mpc 
373,373,11242.0,"This represents continued X-ray brightening compared to Chandra observations at 15.6 and 109.2 days post-burst, for which we find an absorbed flux of f(0.3-8 keV) = 0.36(+0.1/-0.07)e-14 erg s^-1 cm^-2 (with Gamma = 2.4 +/- 0.8, unabsorbed L(0.3-10 keV) = 10.4(+2.0/-1.6)e38 erg s^-1; Haggard et al.2017) and f(0.3-8 keV) = 1.58(+0.14/-0.13)e-14 erg s^-1 cm^-2 (with Gamma = 1.6 +/- 0.3, unabsorbed L(0.3-10 keV) = 42.5(+3.7/-3.5)e38 erg s^-1; Ruan et al.2018), respectively.",0.0,repres continu x ray brighten compar chandra observ day post burst find absorb flux f kev e erg cm gamma unabsorb l kev e erg haggard et al f kev e erg cm gamma unabsorb l kev e erg ruan et al respect
374,374,11242.0,Taking this corrected flux and rescaling to a 0.3-8 keV absorbed flux for comparison to the previous Chandra measurements above gives 1.67(+0.87/-0.64)e-14 erg s^-1 cm^-2.,0.0,take correct flux rescal kev absorb flux comparison previou chandra measur give e erg cm 
375,375,11242.0,"We provide a light curve table summarizing these measurements: Days, Telescope, Flux* (0.3-8 abs), Ref ---- --------- ---------------- --- 15.6 Chandra 0.36(+0.10/-0.07)e-14 Haggard et al.(2017) 109.2 Chandra 1.58(+0.14/-0.13)e-14 Ruan et al.(2018) 135 XMM 1.67(+0.87/-0.64)e-14 D'Avanzo et al.(2018) 156.4 Chandra 1.93(+0.39/-0.32)e-14 This work *Flux units: erg s^-1 cm^-2; all uncertainties are 90% confidence interval Current post-merger models suggest that the origin of the X-rays could be afterglow emission from either a mildly-relativistic cocoon or a structured jet.",0.0,provid light curv tabl summar measur day telescop flux ab ref chandra e haggard et al chandra e ruan et al xmm e avanzo et al chandra e work flux unit erg cm uncertainti confid interv current post merger model suggest origin x ray could afterglow emiss either mildli relativist cocoon structur jet
376,376,11243.0,The X-ray afterglow is detected with high significance in all the exposures at an average count rate of 0.0016 cts/s in the 0.5-8.0 keV energy band.,0.0,x ray afterglow detect high signific exposur averag count rate ct kev energi band
377,377,11243.0,We derive an unabsorbed X-ray flux of (3.2 +/- 0.3)E-14 erg/cm2/s in the 0.3-10 keV energy band.,0.0,deriv unabsorb x ray flux e erg cm kev energi band
378,378,11244.0,"The 4-10 keV energy flux increased from 0.019 +- 0.06 photons/s/cm<sup>2</sup> (17 +- 5 mCrab) on January 23 (MJD 58141) to 0.045 +- 0.008 photons/s/cm<sup>2</sup> (39 +- 7 mCrab, ) on January 29 (MJD 58147).",0.0,kev energi flux increas photon cm sup sup mcrab januari mjd photon cm sup sup mcrab januari mjd 
379,379,11247.0,"MASTER OT J142117.5-063736.1 discovery - bright PSN in PGC1030654 MASTER-IAC auto-detection system ( <A HREF="" "">Lipunov et al., ""MASTER Global Robotic Net"", Advances in Astronomy, 2010, 30L</A> ) discovered OT source at (RA, Dec) = 14h 21m 17.5s -06d 37m 36.1s on 2018-01-26.1918UT .",1.0,master ot j discoveri bright psn pgc master iac auto detect system href lipunov et al master global robot net advanc astronomi l discov ot sourc ra dec h ut 
380,380,11247.0,"The OT unfiltered magnitude is 17.2 (mlim=19.8) This PSN is in 7.8"" from PGC <a href="" "">1030654</a> (Btc=15.7, also <a href="" "">GALEX</a> source).",0.0,ot unfilt magnitud mlim psn pgc href btc also href galex sourc 
381,381,11248.0,The M81 nova monitoring collaboration reports the discovery of a probable nova in M81 on a co-added 3150-s unfiltered CCD frame taken on 2018 Jan. 30.776 UT with the 0.65-m telescope at Ondrejov (OND).,0.0,nova monitor collabor report discoveri probabl nova co ad unfilt ccd frame taken jan ut telescop ondrejov ond 
382,382,11248.0,The nova candidate is also visible on prediscovery R-band images taken on 2018 Jan 29.055 UT and 29.875 UT with the 0.80-m telescope Joan Oro (TJO).,0.0,nova candid also visibl prediscoveri r band imag taken jan ut ut telescop joan oro tjo 
383,383,11251.0,The corresponding photon spectral index of 2.0+/-0.1 is significantly harder than the 3FGL value of 2.4+/-0.1.,0.0,correspond photon spectral index significantli harder fgl valu 
384,384,11252.0,"The flux was measured in the 22-60 keV as 1.2 +/- 0.2^-10 erg cm^-2 s^-1 (11.31 +/- 1.3 mCrab), with an effective exposure time of 23 ks.",0.0,flux measur kev erg cm mcrab effect exposur time ks
385,385,11252.0,"In revolution 1913 we measure the flux in the 22-60 keV energy band as 1.3 +/- 0.3^-10 erg cm^-2 s^-1 (12.31 +/- 2.9 mCrab), with an effective exposure time of 4 ks.",0.0,revolut measur flux kev energi band erg cm mcrab effect exposur time ks
386,386,11252.0,"In revolution 1914 we measure the flux in the 22-60 keV energy band as 1.0 +/- 0.2^-10 erg cm^-2 s^-1 (9.23 +/- 1.3 mCrab), with an effective exposure time of 18 ks.",0.0,revolut measur flux kev energi band erg cm mcrab effect exposur time ks
387,387,11252.0,Flux values are as following: 3-10 keV: 7 +/- 1 mCrab (1.1 +/- 0.2 ^-10 erg cm^-2 s^-1) at 7 sigma for 10 ks exposure and10-25 keV: 13 +/- 5 mCrab (1.3 +/- 0.5^-10 erg cm^-2 s^-1) at 3 sigma for 9.6 ks exposure.,0.0,flux valu follow kev mcrab erg cm sigma ks exposur kev mcrab erg cm sigma ks exposur
388,388,11253.0,"The position of ASASSN-18bt is approximately 7.8"" North and 2.0"" East from the center of the galaxy UGC 04780 (z=0.010981, d=49.4 Mpc, via NED), giving an absolute V-band magnitude of approximately -18.4 (m-M=33.44, A_V=0.124).",0.0,posit asassn bt approxim north east center galaxi ugc z mpc via ned give absolut v band magnitud approxim v 
389,389,11253.0,"Mag Offset from Host ("") ASASSN-18bt 09:06:39.541 +19:20:17.77 2018-02-04.410 15.2 -18.4 8.05 Obs.",0.0,mag offset host asassn bt ob
390,390,11253.0,UT Date mag (V/g) 2018-01-27.13 >17.5 (V) 2018-02-03.06 15.5 (g) 2018-02-03.94 15.2 (g) 2018-02-04.19 15.2 (g) 2018-02-04.41 15.2 (V) Follow-up observations are encouraged.,0.0,ut date mag v g v g g g v follow observ encourag
391,391,11254.0,"The line intensity ranges from 0.34-0.50 K km/s during the observing period, with a line width between 1.0-1.3 km/s and a velocity shift around 1 km/s.",0.0,line intens rang k km observ period line width km veloc shift around km
392,392,11254.0,"A preliminary analysis of the data shows that the CO production rates span from 1.02e29 to 1.44e29 molec/s , assuming a gas kinetic temperature of 30 K. Other molecular lines (CH3OH, HCN, CS, H2CO, HCO+) were not detected in the SMT observations indicating the coma is strongly depleted in these species compared with CO. As the comet reaches higher temperatures during its perihelion passage on May 9 at a heliocentric distance of 2.6 au, it is expected that other species will be detectable and further multi-frequency monitoring of this object is desirable.",0.0,preliminari analysi data show co product rate span e e molec assum ga kinet temperatur k molecular line ch oh hcn cs h co hco detect smt observ indic coma strongli deplet speci compar co comet reach higher temperatur perihelion passag may heliocentr distanc au expect speci detect multi frequenc monitor object desir
393,393,11256.0,"On MJD 2458145.9895, we found the source with NIR fluxes corresponding to J = 12.584 +/- 0.03, H = 11.747 +/- 0.04 and Ks = 10.930 +/- 0.05.",0.0,mjd found sourc nir flux correspond j h ks 
394,394,11256.0,"While, on MJD 2458124.061 the fluxes in the NIR bands corresponded to J = 13.556 +/- 0.07, H = 12.651 +/- 0.05 and K = 11.870 +/- 0.07.",0.0,mjd flux nir band correspond j h k 
395,395,11257.0,"We obtained the following magnitudes &mdash; in B band 9.66 &plusmn; 0.05 and in V band 9.12 &plusmn; 0.04, practically identical with the values given in the SIMBAD database.",0.0,obtain follow magnitud mdash b band plusmn v band plusmn practic ident valu given simbad databas
396,396,11259.0,"UT Date mag (V/g) 2018-02-04.90 14.97 (g) 2018-02-05.29 14.89 (g) While we are participating in the TNS system to minimize potential confusion, ASAS-SN will continue using ASASSN-18xx transient names as our primary nomenclature (including supernovae, but also other classes of transients), and we encourage others to do the same.",0.0,ut date mag v g g g particip tn system minim potenti confus asa sn continu use asassn xx transient name primari nomenclatur includ supernova also class transient encourag other
397,397,11261.0,"On January 27th,2018 MJD(2458145.7470), we found the source with NIR fluxes corresponding to J = 14.169 +/- 0.02, H = 13.465 +/- 0.03 AND Ks= 12.380 +/- 0.07.",0.0,januari th mjd found sourc nir flux correspond j h ks 
398,398,11261.0,"While, on MJD 2458067.65 the flux in the H band corresponded to H = 14.983 +/- 0.03.",0.0,mjd flux h band correspond h 
399,399,11262.0,"Supernovae, Transient, Variables MASTER OT J065015.19+270823.8 discovery - PSN in faint galaxy or CV MASTER-SAAO auto-detection system ( Lipunov et al., ""MASTER Global Robotic Net"", Advances in Astronomy, 2010, 30L ) discovered OT source at (RA, Dec) = 06h 50m 15.19s +27d 08m 23.8s on 2018-02-04.85900 UT.",1.0,supernova transient variabl master ot j discoveri psn faint galaxi cv master saao auto detect system lipunov et al master global robot net advanc astronomi l discov ot sourc ra dec h ut
400,400,11263.0,"GRS 1741-2853 was still fairly bright on 2017 November 2; a spectrum extracted with the online XRT products tools (Evans et al.2007, A&A 469, 379; 2009, MNRAS 397, 1177) can be fitted with an absorbed power-law model with an index of 3.7+/-1.5 and a hydrogen column density of (3.4 +/- 1.3)E+23 cm-2 (1-sigma errors, assuming wilm abundances and vern cross-sections for the absorption model tbabs).",0.0,gr still fairli bright novemb spectrum extract onlin xrt product tool evan et al mnra fit absorb power law model index hydrogen column densiti e cm sigma error assum wilm abund vern cross section absorpt model tbab 
401,401,11263.0,"The resulting unabsorbed 2-10 keV flux is (1.1 +/- 1.0)E-10 erg/cm2/s, which implies a luminosity of ~7E+35 erg/s at 7.2 kpc (Trap et al.2009, A&A 504, 501).",0.0,result unabsorb kev flux e erg cm impli luminos e erg kpc trap et al 
402,402,11264.0,"The time-averaged spectrum could be well described by an absorbed power law with a photon index of 1.8(3) and a column density of 3.1(7)e22 cm^-2 (errors are quoted at 1sigma confidence level; see also Barthelmy et al.2018, GCN #22389).",0.0,time averag spectrum could well describ absorb power law photon index column densiti e cm error quot sigma confid level see also barthelmi et al gcn 
403,403,11264.0,"The source had an averaged count rate of about 0.3 cts/s in the energy band 0.5-10 keV, corresponding to an absorbed flux of 2.3(2)e-11 erg s^-1 cm^-2.",0.0,sourc averag count rate ct energi band kev correspond absorb flux e erg cm 
404,404,11264.0,"We note that the light curve was highly variable and at the end of the observation (about 10 minutes after the trigger) the absorbed 0.5-10 keV flux was approximately 1.2(+0.1)(-0.4)e-11 erg s^-1 cm^-2, substantially higher than in the last Swift observation performed before the event, on 2018 January 28 when it was around 2e-12 erg s^-1 cm^-2.",0.0,note light curv highli variabl end observ minut trigger absorb kev flux approxim e erg cm substanti higher last swift observ perform event januari around e erg cm 
405,405,11267.0,All spectra were obtained on UT 2018 Feb. 7.7 with the 2.4 m telescope (LJT+YFOSC) at Lijiang Observatory of Yunnan Observatories.,0.0,spectra obtain ut feb telescop ljt yfosc lijiang observatori yunnan observatori
406,406,11268.0,"The observation date reported in ATel #11267 should be 2018 Feb. 6.7, instead of 2018 Feb. 7.7.",0.0,observ date report atel feb instead feb 
407,407,11270.0,We set an upper limit (5 &sigma; confidence level) on the average persistent flux of 3.1e-11 erg/s/cm<sup>2</sup> in the 20 - 40 keV IBIS/ISGRI band and 2.6e-10 erg/s/cm<sup>2</sup> (effective exposure 17 ks) in the 3 - 10 keV JEM-X band (effective exposure 13 ks).,0.0,set upper limit sigma confid level averag persist flux e erg cm sup sup kev ibi isgri band e erg cm sup sup effect exposur ks kev jem x band effect exposur ks 
408,408,11272.0,"We thus derive a source distance of 8.4 &plusmn;2 kpc using the standard candle burst luminosity (L<sub>Edd</sub> = 3.8&times;10<sup>38</sup> erg/s) from Kuulkers et al.2003; A&A 399, 663.",0.0,thu deriv sourc distanc plusmn kpc use standard candl burst luminos l sub edd sub time sup sup erg kuulker et al 
409,409,11273.0,"We derive fluxes of 5.5 +/- 2.7 mCrab and 11 +/- 5 mCrab in the 3-10 keV and 10-25 keV energy bands, respectively.",0.0,deriv flux mcrab mcrab kev kev energi band respect
410,410,11275.0,"Mag Offset from Host ("") ASASSN-18ca 00:42:34.40 +40:44:26.02 2018-02-08.07 16.5 -8.2 4545 Obs.",0.0,mag offset host asassn ca ob
411,411,11277.0,"The distance to IGR J17091-3624 is quite uncertain; for a distance of 8.5 kpc, this flux implies a luminosity of L = 3.4 E+34 erg/s; for a distance of 25 kpc (Altamirano et al.2011), the flux implies a luminosity of L = 3.0 E+35 erg/s.",0.0,distanc igr j quit uncertain distanc kpc flux impli luminos l e erg distanc kpc altamirano et al flux impli luminos l e erg
412,412,11278.0,We performed the spectroscopic observations of SN 2018pv using the 1.5-m Kanata telescope attached with the Hiroshima One-shot Wide-field Polarimeter (HOWPol; Kawabata et al.2008) on Feb 8.7.,0.0,perform spectroscop observ sn pv use kanata telescop attach hiroshima one shot wide field polarimet howpol kawabata et al feb 
413,413,11280.0,"We obtain the following orbital parameters: orbital period ~ (27.587 +/- 0.017) days, semi-major axis ~ (115.84 +/- 0.32) light-seconds, eccentricity ~ (0.09848 +/- 0.00042), longitude of periastron ~ (-73.56 +/- 0.16) degrees, and periastron epoch (JD) ~ (2458103.629 +/- 0.017).",0.0,obtain follow orbit paramet orbit period day semi major axi light second eccentr longitud periastron degre periastron epoch jd 
414,414,11281.0,"The redshift, estimated from the broad SN features by SNID, is z ~ 0.038, which is consistent with that of the presumed host galaxy <a href="" ""> SDSS J092327.31+171103.5</a> of z = 0.035.",0.0,redshift estim broad sn featur snid z consist presum host galaxi href sdss j z 
415,415,11282.0,The timing solution is PEPOCH MJD 58149.058221232100000 F0 0.05006052(42) x 10^-7 Hz F1 4.38(24) x 10^-12 Hz / s which corresponds to P0 = 19.9758(2) s P1 = -1.75(9) x 10^-7 s/s We do not find significant evidence for an orbital modulation.,0.0,time solut pepoch mjd f x hz f x hz correspond p p x find signific evid orbit modul
416,416,11283.0,The corresponding photon spectral index (E>100 MeV) of 2.1+/-0.2 (statistical uncertainty only) is smaller than the 3FGL catalog value of 2.43+/-0.06.,0.0,correspond photon spectral index e mev statist uncertainti smaller fgl catalog valu 
417,417,11283.0,The corresponding photon spectral indexes (E>100 MeV) of 1.8+/-0.2 and 1.9+/-0.2 suggest a rather hard spectral state during the current flaring state.,0.0,correspond photon spectral index e mev suggest rather hard spectral state current flare state
418,418,11286.0,All spectra were obtained on UT 2018 Feb. 9.7 with the 2.4 m telescope (LJT+YFOSC) at Lijiang Observatory of Yunnan Observatories.,0.0,spectra obtain ut feb telescop ljt yfosc lijiang observatori yunnan observatori
419,419,11286.0,"Given a redshift of 0.127 (from SNID fit) for its host galaxy, an expansion velocity of about 9300 km/s can be deduced from the Si II 635.5 absorption minimum, and the absolute brightness of this SN is about -20.2 mag.",0.0,given redshift snid fit host galaxi expans veloc km deduc si ii absorpt minimum absolut bright sn mag
420,420,11287.0,"We report on high-resolution spectroscopy of nova Cir 2018 obtained on 2018 January 29.45, 30.44, and February 2.47 (UTC) using the High Resolution Spectrograph (HRS; Crause et al.2014, Proc.",0.0,report high resolut spectroscopi nova cir obtain januari februari utc use high resolut spectrograph hr craus et al proc
421,421,11287.0,These lines have EW(D2) = 0.58 &plusmn; 0.01 &#8491; and EW(D1) = 0.46 &plusmn; 0.01 &#8491;.,0.0,line ew plusmn ew plusmn 
422,422,11287.0,"Using the empirical relations of Poznaski et al.2012 (MNRAS, 426, 1465), we derive E(B-V) = 0.23 &plusmn; 0.05 and Av = 0.71 &plusmn; 0.05 towards the nova.",0.0,use empir relat poznaski et al mnra deriv e b v plusmn av plusmn toward nova
423,423,11289.0,"We obtained a spectrum of this source with the Goodman Spectrograph on the SOAR telescope on 2018 Feb 12.39, covering a wavelength range of about 3800-7800 A at a resolution of 5.8 A.",0.0,obtain spectrum sourc goodman spectrograph soar telescop feb cover wavelength rang resolut
424,424,11290.0,These lines have EW(D2) = 1.3 &plusmn; 0.05&#8491; and EW(D1) = 1.1 &plusmn; 0.05&#8491;.,0.0,line ew plusmn ew plusmn 
425,425,11290.0,"Using the empirical relations of Poznaski et al.2012 (MNRAS, 426, 1465), we derive E(B-V) = 9.66 &plusmn; 1.7 and Av ~ 30.0 &plusmn; 1.7 towards the nova, consistent with the high extinction towards the nova from the Galactic reddening maps.",0.0,use empir relat poznaski et al mnra deriv e b v plusmn av plusmn toward nova consist high extinct toward nova galact redden map
426,426,11296.0,"It was detected at 5 sigma at 5 GHz (0.10 mJy), while at 9 GHz it was observed to have a flux density of 0.22 +/- 0.02 mJy.",0.0,detect sigma ghz mji ghz observ flux densiti mji
427,427,11297.0,"In the 0.3-10 keV XRT band, we find a 3 sigma upper limit of 2.0E-02 counts/s using the XIMAGE SOSTA tool.",0.0,kev xrt band find sigma upper limit e count use ximag sosta tool
428,428,11298.0,"The K magnitude has decreased by 0.18 mag/day, from <em>K</em>~5.2 to 4.5, since JD 2458157.",0.0,k magnitud decreas mag day em k em sinc jd 
429,429,11301.0,We find no evidence of an X-ray counterpart for this source and estimate a 95% upper limit of 7.5e-4 ct/s on Swift/XRT count rate in the 0.3-10 keV band.,0.0,find evid x ray counterpart sourc estim upper limit e ct swift xrt count rate kev band
430,430,11301.0,"Assuming a power law spectrum with photon index of 2, hydrogen column density of 7.4e20 cm^-2 for this direction (Dickey and Lockman, 1990, ARA&A, 28, 215), and a distance of ~49 kpc (to LMC, e.g., see Pietrzynski et al.2013, Nature, 495, 76), gives an upper limit of 9.5e33 erg/s on X-ray luminosity.",0.0,assum power law spectrum photon index hydrogen column densiti e cm direct dickey lockman ara distanc kpc lmc eg see pietrzynski et al natur give upper limit e erg x ray luminos
431,431,11302.0,"Assuming the empirical maximum luminosity of X-ray bursts, 3.8 x 10<sup>38</sup> erg s<sup>-1</sup> (Kuulkers et al., 2003, A&A, 399, 663), we estimate the upper limit of the source distance as 9.2+-2.3 kpc.",0.0,assum empir maximum luminos x ray burst x sup sup erg sup sup kuulker et al estim upper limit sourc distanc kpc
432,432,11303.0,The observations were performed with the Asiago 1.82 m Copernico Telescope equipped with AFOSC (range 340-820 nm; resolution 1.3 nm).,0.0,observ perform asiago copernico telescop equip afosc rang nm resolut nm 
433,433,11305.0,The observation was performed with the 2.56 m Nordic Optical Telescope equipped with ALFOSC (range 350-950 nm; resolution 1.6 nm FWHM).,0.0,observ perform nordic optic telescop equip alfosc rang nm resolut nm fwhm 
434,434,11307.0,There is a known infrared source VVV J165812.62-424154.78 with Ks magnitude of 15.25 located only 0.4'' off this position.,0.0,known infrar sourc vvv j ks magnitud locat posit
435,435,11307.0,The spectrum measured with XRT can be described by a strongly absorbed power-law with a photon index of 1.2+/-0.3 and NH = 1.5 x 10^{23} cm^{-2}.,0.0,spectrum measur xrt describ strongli absorb power law photon index nh x cm 
436,436,11307.0,The source flux was about 7.2 (+/-0.6) x 10^{-10} erg s^{-1} cm^{-2} in the 0.3-10 keV band that corresponds to the unabsorbed luminosity 1.8 x 10^{37} erg/s at an assumed distance of 10 kpc.,0.0,sourc flux x erg cm kev band correspond unabsorb luminos x erg assum distanc kpc
